accountid,amount,closedate,opportunityid,opportunity_creation_date__c,ownerid,primary_application__c,stagename,sales_team__c
0016g00000CYtyiAAD,3963.03,10/29/2021,0064v00001tjNTXAA2,10/29/2021,0054v00000E5wVdAAJ,Workstations,Closed Won,HVS 3
0016g00000CWud3AAD,120000,11/30/2021,0064v00001sLgHHAA0,8/6/2021,0056g0000049sqgAAA,Cobot Palletizer,Closed Lost,Strategic Sales
0014v00002NhnEOAAZ,3775.18,12/17/2021,0064v00001tk4ATAAY,12/2/2021,0056g0000050oslAAA,Robot Pedestals & Bases,Closed Won,HVS 1
0016g00000BVy6SAAT,47463.52,12/16/2021,0064v00001tkNcwAAE,12/16/2021,0056g0000049sqgAAA,Custom Machines,Closed Won,Strategic Sales
0016g00000BVx25AAD,1817.05,1/31/2022,0064v00001tkebuAAA,1/4/2022,0054v00000E76uLAAR,Robot Pedestals & Bases,Closed Lost,HVS 5
0014v00002KDQSuAAP,1153.6,11/6/2021,0064v00001tjXUYAA2,11/8/2021,0054v00000EIPPIAA5,Workstations,Closed Won,HVS 2
0016g00000CWw99AAD,3722.1,7/23/2021,0064v00001s7ZPnAAM,6/29/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002LC1YiAAL,75000,11/30/2021,0064v00001s7nefAAA,7/6/2021,0054v00000EEeO8AAL,Sanding & Polishing,Closed Lost,HVS 4
0016g00000FbbfaAAB,124888.38,3/31/2022,0064v00001tjZLnAAM,11/9/2021,0054v00000EIPPIAA5,Gantry Robot,Closed Won,HVS 2
0016g00000BUyOUAA1,100000,1/28/2022,0064v00001sMTazAAG,9/14/2021,0056g0000049sqfAAA,Bin Picking,Closed Lost,HVS 3
0016g00000Yzq1UAAR,100000,1/28/2022,0064v00001tjj56AAA,11/16/2021,0054v00000EEeP5AAL,Conveyors,Closed Lost,HVS 1
0016g00000BUyOnAAL,882.26,6/16/2021,0064v00001s7F7CAAU,6/16/2021,0056g000003LOn7AAG,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000CWwBUAA1,590.44,6/29/2021,0064v00001s7bhQAAQ,6/30/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0016g00000BVy2TAAT,83.27,9/8/2021,0064v00001sMN7eAAG,9/8/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0016g00000CWwCLAA1,688.51,10/5/2021,0064v00001tir7ZAAQ,10/5/2021,0056g0000056q5dAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002WHvreAAD,13786.02,2/24/2022,0064v00001tjJ4qAAE,10/27/2021,0056g0000049sqfAAA,Jigs & Fixtures,Prospect,HVS 3
0016g00000BVvyxAAD,420.49,10/27/2021,0064v00001tjJN9AAM,10/27/2021,0056g00000572OUAAY,Custom Machines,Closed Won,HVS 1
0014v00002YRJygAAH,864.69,12/10/2021,0064v00001tkHkBAAU,12/13/2021,0054v00000Ee0JOAAZ,Other Equipment - Other,Closed Won,HVS 4
0016g00000CWw6kAAD,200.25,12/30/2021,0064v00001tkb20AAA,12/30/2021,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0016g00000MvchKAAR,642.65,8/16/2021,0064v00001sLugbAAC,8/17/2021,0054v00000E5wVEAAZ,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVxXRAA1,85.31,9/16/2021,0064v00001sMXGxAAO,9/16/2021,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002WGEfpAAH,15438.41,12/8/2021,0064v00001tj2WYAAY,10/14/2021,0054v00000E6aXFAAZ,Custom Machines,Closed Won,HVS 3
0014v00002TiaCrAAJ,3500,7/29/2022,0064v00001tj3aDAAQ,10/15/2021,0054v00000EEeOqAAL,Workstations,Closing Stage,HVS 2
0014v00002WGNonAAH,16533.12,11/8/2021,0064v00001tj4JQAAY,10/15/2021,0054v00000EIPG1AAP,Jigs & Fixtures,Closed Won,HVS 3
0014v00002JaI0KAAV,2996.55,11/16/2021,0064v00001tjQyXAAU,11/2/2021,0054v00000EIPG1AAP,Workstations,Closed Won,HVS 3
0014v00002WFSo7AAH,585.26,2/14/2022,0064v00001tl2XkAAI,1/18/2022,0054v00000Edh3RAAR,Other Equipment - Other,Closed Won,HVS 5
0016g00000CWuzZAAT,2490.62,10/8/2021,0064v00001tis9HAAQ,10/6/2021,0054v00000EEeO8AAL,Workstations,Closed Won,HVS 4
0016g00000CWvuxAAD,523.13,8/26/2021,0064v00001sMKnBAAW,9/7/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0016g00000BVxJAAA1,2000,11/30/2021,0064v00001sMVNMAA4,9/15/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Lost,HVS 2
0014v00002M6OQMAA3,1000,10/31/2021,0064v00001tjIGRAA2,10/27/2021,0056g0000050h9EAAQ,Safety Enclosures,Closed Lost,EMEA 2
0016g00000CWuoLAAT,25000,12/7/2021,0064v00001tk6AbAAI,12/3/2021,0054v00000EIPG1AAP,Conveyors,Closed Lost,HVS 3
0016g00000CWvW9AAL,13057.26,10/7/2021,0064v00001sLns4AAC,8/12/2021,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0016g00000CWvSWAA1,3630.01,12/30/2021,0064v00001tkRMvAAM,12/20/2021,0054v00000EEeP5AAL,Robotic Tending Cells,Closed Won,HVS 1
0014v00002YRHEUAA5,2000,1/3/2022,0064v00001tjmNGAAY,11/18/2021,0054v00000Edh2nAAB,Workstations,Closed Lost,EMEA 1
0014v00002WFYrcAAH,6552.83,11/12/2021,0064v00001tiuFZAAY,10/7/2021,0054v00000E5wVdAAJ,Custom Machines,Closed Won,HVS 3
0014v00002WFZLwAAP,1873.74,12/25/2021,0064v00001tiuK0AAI,10/7/2021,0054v00000E6aXUAAZ,Industrial Carts,Closed Lost,HVS 3
0016g00000CWwBKAA1,50000,3/24/2022,0064v00001tjd9xAAA,11/11/2021,0054v00000Ef8XLAAZ,Collaborative Robot (Standalone),Closed Lost,HVS 5
0014v00002SSfCcAAL,6000,1/31/2022,0064v00001tkRwJAAU,12/20/2021,0054v00000E76uLAAR,Workstations,Closed Lost,HVS 5
0016g00000g6aHyAAI,50000,3/31/2022,0064v00001tkTFfAAM,12/21/2021,0054v00000E5wVdAAJ,Conveyors,Closed Lost,HVS 3
0014v00002TiolHAAR,50000,11/22/2021,0064v00001tiZjZAAU,9/22/2021,0054v00000E76uVAAR,Robotic Tending Cells,Closed Lost,HVS 4
0016g00000Zp1qSAAR,1831.39,7/26/2021,0064v00001s81wqAAA,7/14/2021,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0014v00002LUEoOAAX,50000,12/31/2021,0064v00001sLlOAAA0,8/10/2021,0054v00000EIPG1AAP,Workstations,Closed Lost,HVS 3
0014v00002ThSPQAA3,3000,11/26/2021,0064v00001sMOH7AAO,9/9/2021,0054v00000E76uBAAR,Workstations,Closed Lost,HVS 4
0016g00000CWvVzAAL,47000,7/28/2022,0064v00001tjoLoAAI,11/19/2021,0056g0000049sqkAAA,Robot Range Extender,Closed Lost,Strategic Sales
0016g00000CWvMJAA1,4827.9,12/2/2021,0064v00001tjovrAAA,11/19/2021,0054v00000EEeO8AAL,AGV Top Modules,Closed Won,HVS 4
0014v00002WH3mcAAD,100000,12/31/2021,0064v00001tjAo2AAE,10/21/2021,0054v00000E5wVEAAZ,Cobot Palletizer,Closed Lost,HVS 3
0016g00000CWvcZAAT,89020.76,10/31/2021,0064v00001tipbiAAA,10/4/2021,0054v00000E5wVTAAZ,Workstations,Closed Lost,HVS 3
0014v00002O7jlrAAB,0,10/31/2021,0064v00001tibfvAAA,9/23/2021,0054v00000E5wVEAAZ,Jigs & Fixtures,Closed Lost,HVS 3
0016g00000UiLSYAA3,2000,1/31/2022,0064v00001tj9uAAAQ,10/20/2021,0056g0000049sqkAAA,Robot Range Extender,Closed Lost,Strategic Sales
0016g00000CWvjgAAD,5000,5/31/2022,0064v00001tk6FgAAI,12/3/2021,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Lost,Strategic Sales
0014v00002Qlyc1AAB,20242.32,9/30/2021,0064v00001sLmMAAA0,8/11/2021,0054v00000EEeONAA1,Conveyors,Closed Lost,HVS 4
0014v00002O60e4AAB,2169.61,11/26/2021,0064v00001titaMAAQ,10/7/2021,0054v00000EEeP5AAL,Jigs & Fixtures,Closed Won,HVS 1
0014v00002M9BqlAAF,1500,11/30/2021,0064v00001tjEiXAAU,10/25/2021,0054v00000E76u6AAB,Workstations,Closed Lost,HVS 2
0014v00002bNOU0AAO,10000,4/7/2022,0064v00001tl6WMAAY,1/20/2022,0054v00000E6aXFAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002QmBHUAA3,136000,1/31/2022,0064v00001s84UFAAY,7/15/2021,0054v00000EEeONAA1,Cobot Palletizer,Closed Lost,HVS 4
0014v00002Ng7HwAAJ,85000,11/9/2021,0064v00001sLo5hAAC,8/12/2021,0054v00000E5wVEAAZ,Cobot Palletizer,Closed Lost,HVS 3
0016g00000BVxRbAAL,100,10/30/2021,0064v00001sMYBPAA4,9/17/2021,0056g0000050h9EAAQ,Workstations,Closed Lost,EMEA 2
0016g00000BUyOUAA1,725.35,6/28/2021,0064v00001s7X13AAE,6/28/2021,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0016g00000CWvvlAAD,268000,6/30/2022,0064v00001s8WigAAE,8/4/2021,0054v00000EEeOqAAL,Dispensing,Closed Lost,HVS 2
0016g00000CYuF3AAL,2985.37,7/12/2021,0064v00001s7bXkAAI,6/30/2021,0054v00000EIPPhAAP,Workstations,Closed Won,HVS 2
0016g00000CWud3AAD,68347.84,10/27/2021,0064v00001s8NWyAAM,7/28/2021,0056g0000049sqgAAA,Part Presenters,Closed Won,Strategic Sales
0016g00000CWvksAAD,4815.97,8/27/2021,0064v00001sLkQAAA0,8/10/2021,0054v00000EEeO8AAL,Industrial Carts,Closed Won,HVS 4
0014v00002TiajwAAB,276.17,11/2/2021,0064v00001tjQbsAAE,11/2/2021,0054v00000E6aXUAAZ,Jigs & Fixtures,Closed Won,HVS 3
0016g00000CWvf6AAD,177.43,1/14/2022,0064v00001tkyUJAAY,1/14/2022,0054v00000E76uLAAR,Other Equipment - Other,Closed Won,HVS 5
0014v00002LTszQAAT,4000,9/30/2021,0064v00001sLjVSAA0,8/9/2021,0054v00000E76uVAAR,Shelves & Racks,Closed Lost,HVS 4
0016g00000CWupbAAD,3000,12/3/2021,0064v00001tjoRrAAI,11/19/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Lost,Strategic Sales
0014v00002M6Px4AAF,8946.14,9/29/2021,0064v00001sMSJMAA4,9/13/2021,0054v00000EIPG1AAP,Workstations,Closed Won,HVS 3
0016g00000CWwBUAA1,40865.24,8/5/2021,0064v00001s8XRvAAM,8/4/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0016g00000BVxFcAAL,1000,2/4/2022,0064v00001sM1v0AAC,8/23/2021,0054v00000EIPPhAAP,Workstations,Closed Lost,HVS 2
0014v00002SSYiuAAH,110000,3/31/2022,0064v00001sM3zBAAS,8/24/2021,0054v00000E6aXFAAZ,Sanding & Polishing,Closed Lost,HVS 3
0016g00000BVwgfAAD,499.44,3/21/2022,0064v00001tjinhAAA,11/16/2021,0054v00000E5wUpAAJ,Parts,Closed Won,HVS 1
0014v00002KD1P7AAL,266.61,7/13/2021,0064v00001s80DpAAI,7/13/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000UiLSYAA3,744.78,12/8/2021,0064v00001tkC9rAAE,12/8/2021,0056g0000049sqkAAA,Robot Range Extender,Closed Won,Strategic Sales
0016g00000BVvzOAAT,640.87,7/12/2021,0064v00001s7vy8AAA,7/12/2021,0056g0000049sqkAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0014v00002O7iceAAB,10000,1/4/2022,0064v00001sLzL0AAK,8/20/2021,0056g00000511ReAAI,Robot Pedestals & Bases,Closed Lost,HVS 1
0014v00002SUtf8AAD,0,10/30/2021,0064v00001sM1FFAA0,8/23/2021,0054v00000Edh2nAAB,Conveyors,Closed Lost,EMEA 1
0014v00002KGEJjAAP,1008.27,8/13/2021,0064v00001sLnqSAAS,8/12/2021,0054v00000E5wUpAAJ,Shelves & Racks,Closed Won,HVS 1
0016g00000WOsCrAAL,303.43,8/23/2021,0064v00001sM1H1AAK,8/23/2021,0056g0000049sqkAAA,Other Equipment - Other,Closed Won,Strategic Sales
0016g00000WNcTPAA1,5861.77,10/29/2021,0064v00001sMS6NAAW,9/13/2021,0056g0000049sqgAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0016g00000CWw6dAAD,21049.61,2/10/2022,0064v00001titrDAAQ,10/7/2021,0056g0000049sqgAAA,Safety Enclosures,Closed Lost,Strategic Sales
0016g00000PuY2dAAF,20599.87,1/31/2022,0064v00001sLxsbAAC,8/19/2021,0054v00000E76uVAAR,Cobot Palletizer,Closed Lost,HVS 4
0014v00002YR5ccAAD,1721.13,12/17/2021,0064v00001tkKIQAA2,12/14/2021,0054v00000E5wUpAAJ,Robot Pedestals & Bases,Closed Won,HVS 1
0016g00000CWw6kAAD,470.27,9/21/2021,0064v00001sMcFAAA0,9/21/2021,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0016g00000CYwAnAAL,25000,9/30/2021,0064v00001sM7kOAAS,8/26/2021,0054v00000EIPG1AAP,Industrial Carts,Closed Lost,HVS 3
0014v00002O5EReAAN,1451.36,7/21/2021,0064v00001s8CY1AAM,7/21/2021,0056g0000049sqoAAA,Other Equipment - Other,Closed Won,HVS 4
0016g00000JMLV3AAP,9729.43,8/12/2021,0064v00001s8CubAAE,7/21/2021,0056g0000056q5dAAA,Custom Machines,Closed Won,Strategic Sales
0014v00002Ng7H3AAJ,2241.68,9/30/2021,0064v00001sLzUbAAK,8/20/2021,0054v00000EEeOqAAL,Workstations,Closed Lost,HVS 2
0014v00002ST8vxAAD,5000,1/31/2022,0064v00001sLq9xAAC,8/13/2021,0054v00000E76uLAAR,Workstations,Closed Lost,HVS 5
0014v00002SV89UAAT,20000,10/31/2021,0064v00001sM4rhAAC,8/25/2021,0054v00000EEeORAA1,Dispensing,Closed Lost,HVS 4
0016g00000qcRphAAE,162000,9/24/2021,0064v00001sLgZuAAK,8/6/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Lost,Strategic Sales
0016g00000CWuzoAAD,53394.93,9/15/2021,0064v00001sLvrqAAC,8/18/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002O4EYqAAN,0,7/31/2021,0064v00001s7193AAA,6/7/2021,0054v00000E5wVEAAZ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002KCkWCAA1,808.68,9/20/2021,0064v00001sMbF5AAK,9/20/2021,0054v00000EEeOqAAL,Workstations,Closed Won,HVS 2
0016g00000CYuXLAA1,100,9/30/2021,0064v00001sMbFFAA0,9/20/2021,0054v00000E5wVdAAJ,Conveyors,Closed Lost,HVS 3
0016g00000g8VCqAAM,1064.1,9/29/2021,0064v00001tiiPIAAY,9/29/2021,0054v00000E76uGAAR,Other Equipment - Other,Closed Won,HVS 2
0016g00000FbbNpAAJ,10000,3/11/2022,0064v00001tkA7LAAU,12/7/2021,0056g0000049sqkAAA,Workstations,Closed Lost,Strategic Sales
0014v00002ThopyAAB,6991.65,10/8/2021,0064v00001sMRlyAAG,9/13/2021,0056g0000056q5dAAA,Inspection & Testing - Part Inspection,Closed Won,Strategic Sales
0014v00002KCkWCAA1,30000,12/29/2021,0064v00001s7vneAAA,7/12/2021,0054v00000EEeOqAAL,Workstations,Closed Lost,HVS 2
0014v00002YSPb8AAH,2000,1/31/2022,0064v00001tk1fvAAA,12/1/2021,0054v00000EdgdTAAR,Inspection & Testing - Part Inspection,Closed Lost,EMEA 2
0014v00002M6OQMAA3,1609.88,6/25/2021,0064v00001s77HWAAY,6/10/2021,0054v00000E5wVTAAZ,Shelves & Racks,Closed Won,HVS 3
0014v00002YRtbcAAD,5000,6/30/2022,0064v00001tjvKrAAI,11/25/2021,0054v00000EdgdOAAR,Support Structure,Closed Lost,EMEA 1
0016g00000CWvQwAAL,1839.22,11/25/2021,0064v00001tjvLkAAI,11/25/2021,0054v00000EdgdOAAR,Other Equipment - Other,Closed Won,EMEA 1
0014v00002QmtWSAAZ,0,10/20/2021,0064v00001s8YCuAAM,8/5/2021,0054v00000E76u6AAB,Other Equipment - Other,Closed Lost,HVS 2
0014v00002WFzMFAA1,10000,12/31/2021,0064v00001tiz1zAAA,10/12/2021,0054v00000E5wVEAAZ,Conveyors,Closed Lost,HVS 3
0014v00002Ti3G7AAJ,100000,12/31/2021,0064v00001sMVJUAA4,9/15/2021,0054v00000E76u6AAB,Cartesian Palletizer,Closed Lost,HVS 2
0014v00002LBF6UAAX,1500,2/21/2022,0064v00001tkV2sAAE,12/22/2021,0056g00000511ReAAI,Safety Enclosures,Closed Lost,HVS 1
0014v00002SVgrpAAD,85000,11/30/2021,0064v00001sMCfHAAW,8/31/2021,0054v00000E6aXUAAZ,Cartesian Palletizer,Closed Lost,HVS 3
0016g00000FbbNpAAJ,39477.14,10/12/2021,0064v00001tilplAAA,9/30/2021,0054v00000E5wUpAAJ,Safety Enclosures,Closed Won,HVS 1
0014v00002WFyzLAAT,100,12/31/2021,0064v00001tiyv3AAA,10/12/2021,0054v00000E5wVEAAZ,Other Equipment - Other,Closed Lost,HVS 3
0016g00000BVvjFAAT,4105.22,9/7/2021,0064v00001sME0gAAG,9/1/2021,0054v00000EIPPIAA5,Workstations,Closed Won,HVS 2
0016g00000CWw8bAAD,2389.7,10/4/2021,0064v00001s82IQAAY,7/14/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002KF0rMAAT,2767.45,7/19/2021,0064v00001s882CAAQ,7/19/2021,0054v00000E5wVEAAZ,Inspection & Testing - Part Inspection,Closed Won,HVS 3
0014v00002O7smrAAB,100000,10/30/2021,0064v00001s7s31AAA,7/8/2021,0056g0000049sqoAAA,Cartesian Palletizer,Closed Lost,HVS 4
0014v00002LBo1TAAT,50000,9/28/2021,0064v00001sM8ikAAC,8/27/2021,0054v00000EIPPmAAP,Other Equipment - Other,Closed Lost,HVS 3
0016g00000CYva9AAD,584.04,6/30/2021,0064v00001s7YmlAAE,6/29/2021,0056g00000573QOAAY,Other Equipment - Other,Closed Won,HVS 1
0016g00000ZpBgMAAV,100000,11/30/2021,0064v00001s7f1AAAQ,7/2/2021,0054v00000E5wUpAAJ,Cobot Palletizer,Closed Lost,HVS 1
0016g00000BVwQvAAL,1000,9/30/2021,0064v00001s80fGAAQ,7/14/2021,0056g0000050osWAAQ,Industrial Carts,Closed Lost,HVS 3
0016g00000BVwKTAA1,703.11,7/29/2021,0064v00001s8NJLAA2,7/28/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0014v00002Thy2OAAR,85000,2/7/2022,0064v00001tjDWGAA2,10/22/2021,0054v00000E7EDFAA3,Robotics - Pick & Place,Closed Lost,Strategic Sales
0014v00002bMi39AAC,28000,4/29/2022,0064v00001tkwNDAAY,1/13/2022,0054v00000E6aXUAAZ,Jigs & Fixtures,Closed Lost,HVS 3
0014v00002KF0rMAAT,207.27,8/6/2021,0064v00001sLgE3AAK,8/6/2021,0054v00000E5wVEAAZ,Custom Machines,Closed Won,HVS 3
0014v00002QnFdaAAF,1201.81,8/9/2021,0064v00001sLh2XAAS,8/6/2021,0054v00000EIPG1AAP,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVxP3AAL,3000,9/30/2021,0064v00001sLncBAAS,8/12/2021,0056g0000050oslAAA,Inspection & Testing - Part Inspection,Closed Lost,HVS 1
0014v00002LBTHzAAP,1000,6/21/2022,0064v00001sMcgGAAS,9/21/2021,0054v00000EIPPhAAP,Cartesian Palletizer,Closed Lost,HVS 2
0016g00000SD6meAAD,10088.01,8/24/2021,0064v00001sLgeBAAS,8/6/2021,0056g0000049sqgAAA,Robotic Tending Cells,Closed Won,Strategic Sales
0014v00002NgzcCAAR,310.59,8/16/2021,0064v00001sLsPsAAK,8/16/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Won,HVS 2
0016g00000CWvXrAAL,1000,9/14/2021,0064v00001sMQACAA4,9/10/2021,0054v00000EIPPhAAP,Custom Machines,Closed Lost,HVS 2
0016g00000CWvqoAAD,814.94,12/16/2021,0064v00001tkOI9AAM,12/16/2021,0054v00000E76uLAAR,Custom Machines,Closed Won,HVS 5
0016g00000CWvYlAAL,2500,3/31/2022,0064v00001tl3ovAAA,1/19/2022,0056g00000572OUAAY,Safety Enclosures,Closed Lost,HVS 1
0016g00000BVvzQAAT,1204.18,6/10/2021,0064v00001s77gWAAQ,6/10/2021,0056g0000049sqgAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002TipOTAAZ,50000,11/8/2021,0064v00001tiZx2AAE,9/22/2021,0056g00000511ReAAI,Custom Machines,Closed Lost,HVS 1
0014v00002ThcrKAAR,113.27,9/10/2021,0064v00001sMQMhAAO,9/10/2021,0056g00000572OUAAY,Other Equipment - Other,Closed Won,HVS 1
0014v00002WGEUcAAP,152.71,10/29/2021,0064v00001tjMxbAAE,10/29/2021,0054v00000EEeO8AAL,Other Equipment - Other,Closed Won,HVS 4
0014v00002JaiZGAAZ,3772.7,11/16/2021,0064v00001tjjmKAAQ,11/16/2021,0056g0000056q5dAAA,Shelves & Racks,Closed Won,Strategic Sales
0014v00002YRAQSAA5,10000,1/31/2022,0064v00001tjkqrAAA,11/17/2021,0054v00000Ee0JdAAJ,Conveyors,Closed Lost,HVS 2
0016g00000CWuzzAAD,12000,8/31/2022,0064v00001tkT2vAAE,12/21/2021,0054v00000E6aXUAAZ,Workstations,Project Quoted,HVS 3
0016g00000CWux1AAD,50000,3/31/2022,0064v00001tkjzqAAA,1/7/2022,0054v00000EIPG1AAP,Collaborative Robot (Standalone),Closed Lost,HVS 3
0014v00002LU8l7AAD,838.06,8/12/2021,0064v00001sLkmpAAC,8/10/2021,0054v00000E76uBAAR,Workstations,Closed Won,HVS 4
0014v00002TkAmbAAF,100,12/31/2021,0064v00001tirkCAAQ,10/6/2021,0056g0000050h9EAAQ,Workstations,Closed Lost,EMEA 2
0016g00000CYuXLAA1,60000,12/31/2021,0064v00001sMbBhAAK,9/20/2021,0054v00000E5wVdAAJ,Conveyors,Closed Lost,HVS 3
0014v00002LU8MqAAL,10000,12/31/2021,0064v00001sLkkeAAC,8/10/2021,0056g00000572OUAAY,Custom Machines,Closed Lost,HVS 1
0016g00000CWvcHAAT,1257.35,12/2/2021,0064v00001tk2VxAAI,12/1/2021,0054v00000EEeOqAAL,Jigs & Fixtures,Closed Won,HVS 2
0014v00002WIKpXAAX,26000,7/14/2022,0064v00001tjbdCAAQ,11/10/2021,0054v00000EEeO8AAL,Workstations,Closed Lost,HVS 4
0016g00000CWvwWAAT,47607.47,1/4/2022,0064v00001tjo4iAAA,11/19/2021,0054v00000E6aXjAAJ,Robot Range Extender,Closed Won,HVS 4
0014v00002YSDohAAH,50000,12/31/2021,0064v00001tjz8JAAQ,11/29/2021,0054v00000E5wVTAAZ,Robotics - Pick & Place,Closed Lost,HVS 3
0016g00000CWwCAAA1,10000,3/17/2022,0064v00001tjGqsAAE,10/26/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Lost,Strategic Sales
0016g00000CWw6kAAD,6417.68,8/31/2021,0064v00001sMDFUAA4,8/31/2021,0056g0000049sqfAAA,Safety Enclosures,Closed Won,HVS 3
0014v00002TjMc1AAF,100000,2/28/2023,0064v00001tivatAAA,10/8/2021,0054v00000E5wVTAAZ,Robotic Tending Cells,Project Quoted,HVS 3
0016g00000BVvrBAAT,4000,12/31/2021,0064v00001tj3lQAAQ,10/15/2021,0054v00000EEeOqAAL,Conveyors,Closed Lost,HVS 2
0014v00002SUU5PAAX,93.89,8/19/2021,0064v00001sLxYRAA0,8/19/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Won,HVS 2
0014v00002TgEqWAAV,10000,6/30/2022,0064v00001tjW2kAAE,11/5/2021,0054v00000E5wUpAAJ,Robot Pedestals & Bases,Closed Lost,HVS 1
0014v00002YT5yCAAT,50000,5/31/2022,0064v00001tkBiHAAU,12/8/2021,0054v00000E76uGAAR,Custom Machines,Closed Lost,HVS 2
0016g00000CZT0qAAH,215.46,7/28/2021,0064v00001s8UV0AAM,8/3/2021,0056g0000049sqhAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002JiwYvAAJ,9543.32,8/3/2021,0064v00001s7zmvAAA,7/13/2021,0056g0000049sqhAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0016g00000CWunRAAT,5000,4/12/2022,0064v00001tjIRAAA2,10/27/2021,0056g0000049sqkAAA,Custom Machines,Closed Lost,Strategic Sales
0016g00000CWvf5AAD,280.46,11/5/2021,0064v00001tjVxQAAU,11/5/2021,0054v00000E5wVdAAJ,Robot Pedestals & Bases,Closed Won,HVS 3
0014v00002YQbR4AAL,500,12/31/2021,0064v00001tjdiJAAQ,11/11/2021,0054v00000Ee0JdAAJ,Shelves & Racks,Closed Lost,HVS 2
0016g00000BVw1JAAT,9837.83,8/31/2021,0064v00001sLsQqAAK,8/16/2021,0056g0000049sqoAAA,Safety Enclosures,Closed Won,HVS 4
0016g00000MvcTYAAZ,4901.08,12/16/2021,0064v00001tj1qlAAA,10/14/2021,0054v00000EEeOqAAL,Robot Pedestals & Bases,Closed Won,HVS 2
0014v00002ThUnzAAF,20000,12/31/2021,0064v00001sMSIJAA4,9/13/2021,0054v00000E76uLAAR,Robot Pedestals & Bases,Closed Lost,HVS 5
0014v00002M9H65AAF,2500,8/31/2021,0064v00001sLgunAAC,8/6/2021,0054v00000EIPPmAAP,Workstations,Closed Lost,HVS 3
0014v00002QnDB7AAN,150000,6/30/2022,0064v00001tirRcAAI,10/5/2021,0054v00000E76uGAAR,Cobot Palletizer,Closed Lost,HVS 2
0016g00000CWvW9AAL,4131.94,10/29/2021,0064v00001sLuZ6AAK,8/17/2021,0056g0000049sqgAAA,Safety Enclosures,Closed Won,Strategic Sales
0014v00002SU1cSAAT,10107.46,11/22/2021,0064v00001sLudrAAC,8/17/2021,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000CWwCLAA1,7538.54,10/7/2021,0064v00001tirF9AAI,10/5/2021,0056g0000056q5dAAA,Workstations,Closed Won,Strategic Sales
0014v00002WIeKRAA1,50000,1/31/2022,0064v00001tjQaBAAU,11/2/2021,0054v00000E6aXFAAZ,AGV Top Modules,Closed Lost,HVS 3
0014v00002YSRvVAAX,100000,6/30/2022,0064v00001tk2rPAAQ,12/1/2021,0054v00000Edh3HAAR,End-of-Arm Tooling,Closed Lost,HVS 1
0014v00002YSSJrAAP,38000,12/31/2021,0064v00001tkDhdAAE,12/9/2021,0056g0000056q5dAAA,Box Erecting,Closed Lost,Strategic Sales
0016g00000SB9ijAAD,20000,8/17/2022,0064v00001tkEGJAA2,12/9/2021,0056g0000049sqkAAA,Cobot Palletizer,Project Quoted,Strategic Sales
0016g00000CWwBUAA1,2724.41,11/25/2021,0064v00001sMEebAAG,9/1/2021,0056g0000049sqhAAA,Robotics - Gantry Robots,Closed Won,Strategic Sales
0016g00000CWuprAAD,100,12/29/2021,0064v00001tkZQSAA2,12/29/2021,0054v00000Edh2nAAB,Workstations,Closed Won,EMEA 1
